,var,std_ols,val_lasso,var_ridge
0,Real GDP per Capita,2.1298117358570554,0.0902909602453236,-0.005717728068462615
1,Real GDP,-3.344284271417291,0.025910795108369113,-0.005153829643621828
2,GDP per Capita,-4.844592089712411,-0.5102611535321303,-0.003380467802606367
3,GDP,6.189789542348391,0.2779667512567723,-0.003194190544712558
4,Real Median Household Income,-0.12870944883891008,-0.09931531175731752,-0.023080634802428546
5,Median Household Income,0.13976218300624776,0.09990590149230844,0.012556983799408818
6,Inflation,-0.023393766899737083,-0.03276626465291991,-0.008030356052953816
7,Unemployment Rate,0.022699516181402295,-0.05925134205965118,-0.015483390005999773
